"expo","outcome","mean","low95ci","up95ci"
"E03","I44",0.01467,0.00827,0.02106
"E03","I45",0.00812,0.00341,0.01283
"E03","I47",0.00349,-0.00075,0.00774
"E03","I48",0.0167,0.00696,0.02643
"E03","I49",0.00428,2e-05,0.00853
"E03","I50",0.01589,0.00938,0.02239
"E03","I51",0.01862,0.01143,0.0258
"E03","I63",0.00504,5e-05,0.01003
"E03","I67",0.00786,0.00301,0.0127
"E03","I70",0.00148,-0.00113,0.00409
"E03","I71",0.0051,0.00074,0.00946
"E03","I73",0.00691,0.00226,0.01157
"E03","I80",0.00194,-0.00187,0.00576
"E03","I83",0.00605,0.00159,0.01051
"E03","I84",-0.01288,-0.01841,-0.00734
"E03","I95",0.02421,0.01687,0.03155
"E03","J18",0.03268,0.02395,0.04141
"E03","J22",0.01323,0.00666,0.01981
"E03","J33",-0.00185,-0.00394,0.00023
"E03","J34",-0.00229,-0.00524,0.00066
"E03","J43",0.00314,-0.00034,0.00663
"E03","J44",0.00718,0.00069,0.01367
"E03","J45",0.01116,0.00263,0.0197
"E03","J47",0.00299,-0.00037,0.00635
"E03","J90",0.01592,0.00887,0.02298
"E03","J96",0.01141,0.00647,0.01636
"E03","J98",0.01334,0.00715,0.01954
"E03","K02",0.00385,-4e-05,0.00775
"E03","K13",0.00185,-0.00119,0.00488
"E03","K20",-0.0051,-0.00921,-0.001
"E03","K21",0.0233,0.01278,0.03383
"E03","K22",0.00084,-0.00506,0.00673
"E03","K25",0.00031,-0.00345,0.00406
"E03","K26",1e-04,-0.00308,0.00329
"E03","K29",0.00361,-0.00546,0.01268
"E03","K30",-0.00512,-0.00847,-0.00177
"E03","K31",0.00057,-0.0045,0.00565
"E03","K40",0.00311,-0.00546,0.01167
"E03","K42",1e-04,-0.00374,0.00393
"E03","K43",0.00267,-0.00085,0.00618
"E03","K44",4e-04,-0.00808,0.00887
"E03","K51",-0.00043,-0.00277,0.0019
"E03","K52",0.00494,-0.00105,0.01092
"E03","K56",0.00669,0.00187,0.01151
"E03","K57",-0.01621,-0.02573,-0.00668
"E03","K58",0.00312,-0.00061,0.00686
"E03","K59",0.02454,0.01607,0.03301
"E03","K60",0.00232,-0.00069,0.00533
"E03","K62",-0.00613,-0.0136,0.00133
"E03","K63",-0.00969,-0.01769,-0.00169
"E03","K64",0.01192,0.00454,0.0193
"E03","K66",0.00616,0.00173,0.01059
"E03","K76",0.01364,0.00772,0.01955
"E03","K80",0.00431,-0.00093,0.00955
"E03","K92",0.00753,0.00058,0.01449
"E03","L02",0.00481,0.00112,0.00849
"E03","L03",0.01073,0.00476,0.01671
"E03","L30",0.00674,0.00283,0.01066
"E03","L40",0.00261,-0.00087,0.0061
"E03","L57",-0.00241,-0.00515,0.00032
"E03","L72",-0.00375,-0.00645,-0.00104
"E03","L82",-0.00018,-0.00309,0.00274
"E03","L89",0.00951,0.00532,0.0137
"E03","L98",-0.00113,-0.00524,0.00298
"E03","M06",0.00196,-0.00124,0.00516
"E03","M10",0.01605,0.00957,0.02253
"E03","M13",0.00533,-0.00139,0.01205
"E03","M15",0.00256,-0.00124,0.00636
"E03","M16",-0.00429,-0.00939,0.00081
"E03","M17",0.00818,4e-05,0.01631
"E03","M19",0.01818,0.00961,0.02676
"E03","M20",0.00111,-0.00179,0.004
"E03","M23",-0.00367,-0.00925,0.00191
"E03","M25",0.00798,0.00136,0.01461
"E03","M47",0.01084,0.0049,0.01678
"E03","M48",0.00481,0.00022,0.0094
"E03","M51",0.00066,-0.00386,0.00518
"E03","M54",0.00643,-0.00053,0.0134
"E03","M65",0.00303,-0.00087,0.00693
"E03","M72",-0.00204,-0.00566,0.00158
"E03","M75",-0.00386,-0.00801,0.00028
"E03","M79",0.00879,0.00228,0.01529
"E03","M81",0.00641,0.00254,0.01027
"E03","N13",0.00215,-0.00204,0.00634
"E03","N17",0.03889,0.03034,0.04745
"E03","N18",0.03227,0.02456,0.03998
"E03","N20",-0.00236,-0.00613,0.00141
"E03","N28",0.00435,-8e-05,0.00878
"E03","N32",0.00166,-0.0044,0.00771
"E03","N35",0.00371,-0.00044,0.00786
"E03","N39",0.01423,0.00661,0.02186
"E03","N40",0.01193,0.00218,0.02168
"E03","N41",-0.00073,-0.00356,0.0021
"E03","N42",-0.00112,-0.00358,0.00134
"E03","N43",-5e-05,-0.0025,0.00241
"E03","N47",0.00318,-0.00046,0.00683
"E03","N48",-0.00101,-0.00384,0.00182
"E03","N50",-0.00209,-0.00509,0.00091
"E03","U07",0.01215,0.00742,0.01689
"E10","A04",-0.00636,-0.00696,-0.00577
"E10","A09",0.05663,0.02421,0.08905
"E10","A41",0.10559,0.06048,0.15071
"E10","B37",0.0371,0.01706,0.05714
"E10","B95",0.07355,0.03779,0.10932
"E10","B96",0.05465,0.02004,0.08927
"E10","C18",-0.00915,-0.01276,-0.00554
"E10","C34",0.04111,0.00385,0.07836
"E10","C44",-0.0251,-0.04503,-0.00517
"E10","C61",-0.02962,-0.0465,-0.01275
"E10","C67",-0.00341,-0.01355,0.00672
"E10","C77",0.03785,0.00562,0.07009
"E10","C78",0.08302,0.03072,0.13532
"E10","C79",-0.00437,-0.02456,0.01582
"E10","D12",-0.0322,-0.04901,-0.01538
"E10","D17",-0.00766,-0.01303,-0.00229
"E10","D22",-0.00646,-0.0069,-0.00601
"E10","D23",-0.00553,-0.00594,-0.00512
"E10","D50",0.06115,0.00907,0.11322
"E10","D64",0.12077,0.06487,0.17667
"E10","D69",0.05771,0.02993,0.08548
"E10","D70",0.05072,0.02133,0.0801
"E10","E03",0.05567,0.02174,0.08961
"E10","E11",0.24095,0.11228,0.36962
"E10","E14",1,0.84781,1.15219
"E10","E66",0.05871,0.01922,0.09819
"E10","E78",-0.00113,-0.05128,0.04903
"E10","E83",0.07543,0.02231,0.12856
"E10","E86",0.08944,0.03938,0.1395
"E10","E87",0.09974,0.05104,0.14843
"E10","F05",0.04986,0.0169,0.08282
"E10","F10",-0.02045,-0.02596,-0.01494
"E10","F17",0.00483,-0.02737,0.03702
"E10","F32",0.02153,-0.00215,0.04521
"E10","F41",0.03107,0.00274,0.0594
"E10","G40",0.04129,0.01859,0.06399
"E10","G45",-0.00712,-0.01025,-0.00398
"E10","G47",0.06576,0.03427,0.09726
"E10","G55",-0.00914,-0.01829,2e-05
"E10","G56",0.03258,0.00974,0.05543
"E10","G81",0.03662,0.02128,0.05195
"E10","H02",-0.00844,-0.01887,0.002
"E10","H25",-0.01086,-0.03465,0.01294
"E10","H26",0.00347,-0.02989,0.03683
"E10","H33",-0.00535,-0.01046,-0.00024
"E10","H35",0.05458,0.01234,0.09682
"E10","H36",1,0.86021,1.13979
"E10","H40",0.04013,-0.00019,0.08045
"E10","H52",0.01897,-0.00186,0.0398
"E10","H53",-0.00905,-0.01365,-0.00445
"E10","H91",0.04422,0.0113,0.07714
"E10","I08",0.03632,0.00994,0.06271
"E10","I10",0.04094,-0.04538,0.12726
"E10","I20",0.0541,0.02095,0.08725
"E10","I21",-0.00123,-0.02393,0.02147
"E10","I24",-0.00366,-0.00957,0.00225
"E10","I25",0.04711,0.00382,0.09039
"E10","I26",-0.00922,-0.01565,-0.0028
"E10","I34",0.03194,0.00696,0.05692
"E10","I35",-0.00335,-0.02042,0.01373
"E10","I44",0.03495,0.00799,0.06192
"E10","I45",0.01073,-0.01109,0.03255
"E10","I47",0.04709,0.02235,0.07182
"E10","I48",0.00648,-0.03488,0.04785
"E10","I49",-0.01275,-0.01909,-0.0064
"E10","I50",0.06886,0.03021,0.1075
"E10","I51",0.05655,0.01773,0.09536
"E10","I63",0.01512,-0.00774,0.03797
"E10","I67",0.01965,-0.01029,0.04958
"E10","I70",0.04161,0.02258,0.06064
"E10","I71",0.02083,0.00418,0.03748
"E10","I73",0.03909,0.01645,0.06173
"E10","I80",0.03381,0.01201,0.05561
"E10","I83",0.02946,0.00404,0.05488
"E10","I84",0.01084,-0.01193,0.03362
"E10","I95",0.07908,0.03472,0.12344
"E10","J18",0.03629,-3e-05,0.0726
"E10","J22",0.00751,-0.02241,0.03743
"E10","J33",-0.00369,-0.00935,0.00196
"E10","J34",-0.00985,-0.01105,-0.00865
"E10","J43",0.02682,0.00879,0.04485
"E10","J44",0.02754,0.00135,0.05373
"E10","J45",-0.02072,-0.04766,0.00623
"E10","J47",0.02485,0.01238,0.03732
"E10","J90",0.05396,0.01805,0.08987
"E10","J96",0.02753,0.0047,0.05036
"E10","J98",0.03916,0.00977,0.06855
"E10","K02",0.0279,0.0085,0.04731
"E10","K13",-0.00206,-0.00772,0.0036
"E10","K20",0.00127,-0.01704,0.01958
"E10","K21",0.06161,0.01173,0.11149
"E10","K22",-0.00971,-0.02957,0.01016
"E10","K25",0.03601,0.00107,0.07095
"E10","K26",0.02897,0.01804,0.0399
"E10","K29",0.02864,-0.02717,0.08446
"E10","K30",-0.0148,-0.01785,-0.01174
"E10","K31",0.08908,0.04065,0.13751
"E10","K40",-0.04982,-0.06171,-0.03793
"E10","K42",0.04307,0.02039,0.06575
"E10","K43",0.02395,0.01553,0.03238
"E10","K44",0.02025,-0.02622,0.06671
"E10","K51",-0.00205,-0.00766,0.00355
"E10","K52",0.05229,0.0191,0.08547
"E10","K56",0.02901,0.00574,0.05228
"E10","K57",-0.05148,-0.0817,-0.02125
"E10","K58",0.03845,0.00791,0.06898
"E10","K59",0.05938,0.0131,0.10567
"E10","K60",-0.00338,-0.00817,0.0014
"E10","K62",-0.03748,-0.05734,-0.01763
"E10","K63",0.04109,0.00459,0.07758
"E10","K64",0.02626,-0.00735,0.05986
"E10","K66",0.02116,0.00585,0.03647
"E10","K76",0.00594,-0.01311,0.02499
"E10","K80",0.02319,0.00455,0.04183
"E10","K92",-0.01066,-0.03413,0.01282
"E10","L02",0.03353,0.0076,0.05945
"E10","L03",0.05627,0.02526,0.08727
"E10","L30",-0.00758,-0.01115,-0.004
"E10","L40",-0.01058,-0.01169,-0.00946
"E10","L57",0.01646,0.00999,0.02293
"E10","L72",0.0271,0.01478,0.03941
"E10","L82",-0.00922,-0.00987,-0.00857
"E10","L89",0.04529,0.01812,0.07245
"E10","L98",0.03041,0.00893,0.05189
"E10","M06",0.0335,0.01693,0.05007
"E10","M10",0.04071,-0.00178,0.08321
"E10","M13",0.05653,0.01455,0.0985
"E10","M15",0.03672,0.01204,0.0614
"E10","M16",-0.02202,-0.03349,-0.01056
"E10","M17",-0.03552,-0.05206,-0.01898
"E10","M19",0.03525,-0.00662,0.07712
"E10","M20",-0.00661,-0.00858,-0.00463
"E10","M23",-0.02641,-0.02985,-0.02298
"E10","M25",0.04701,0.00566,0.08836
"E10","M47",-0.01193,-0.02647,0.0026
"E10","M48",0.04057,0.01178,0.06936
"E10","M51",-0.00663,-0.02159,0.00834
"E10","M54",-0.02616,-0.04085,-0.01146
"E10","M65",-0.00471,-0.01286,0.00345
"E10","M72",-0.00659,-0.01362,0.00045
"E10","M75",0.04544,0.01761,0.07327
"E10","M79",0.06697,0.02278,0.11116
"E10","M81",0.03662,0.01383,0.05942
"E10","N13",0.03322,0.01236,0.05408
"E10","N17",0.11367,0.04699,0.18035
"E10","N18",0.08156,0.02719,0.13594
"E10","N20",0.05204,0.0231,0.08097
"E10","N28",-0.01029,-0.01693,-0.00366
"E10","N32",-0.01888,-0.03314,-0.00463
"E10","N35",0.04051,0.01115,0.06988
"E10","N39",0.00244,-0.02465,0.02953
"E10","N40",-0.02545,-0.05969,0.00879
"E10","N41",-0.00474,-0.0106,0.00113
"E10","N42",-0.00772,-0.00964,-0.0058
"E10","N43",-0.00133,-0.00774,0.00508
"E10","N47",0.01,-0.00427,0.02426
"E10","N48",-0.0012,-0.01243,0.01003
"E10","N50",0.0218,0.01,0.0336
"E10","U07",0.04181,0.00757,0.07604
"E11","A04",0.00069,-0.0035,0.00489
"E11","A09",0.02303,0.0134,0.03265
"E11","A41",0.032,0.02192,0.04207
"E11","B37",0.00767,0.00267,0.01267
"E11","B95",0.00793,0.0019,0.01396
"E11","B96",0.01764,0.00875,0.02653
"E11","C18",0.00473,-0.00078,0.01025
"E11","C34",0.00035,-0.00553,0.00623
"E11","C44",-0.01606,-0.02234,-0.00979
"E11","C61",-0.01402,-0.0217,-0.00635
"E11","C67",0.00113,-0.00257,0.00482
"E11","C77",0.00509,-0.00101,0.0112
"E11","C78",0.00878,0.00194,0.01562
"E11","C79",-0.00012,-0.0068,0.00657
"E11","D12",-0.00326,-0.01198,0.00547
"E11","D17",0.00077,-0.00395,0.00549
"E11","D22",-0.00303,-0.00463,-0.00142
"E11","D23",-0.00171,-0.00343,1e-05
"E11","D50",0.0302,0.02155,0.03885
"E11","D64",0.02744,0.01823,0.03665
"E11","D69",0.00733,0.00223,0.01242
"E11","D70",0.00076,-0.00393,0.00545
"E11","E03",0.00743,0.00046,0.0144
"E11","E10",0.01518,0.01114,0.01921
"E11","E14",0.02817,0.02276,0.03358
"E11","E66",0.03845,0.02656,0.05035
"E11","E78",0.10185,0.08349,0.12022
"E11","E83",0.01766,0.01102,0.0243
"E11","E86",0.02557,0.01727,0.03387
"E11","E87",0.05,0.03864,0.06136
"E11","F05",0.02178,0.01442,0.02915
"E11","F10",0.00734,0.00143,0.01325
"E11","F17",0.00173,-0.00712,0.01058
"E11","F32",0.01409,0.00605,0.02213
"E11","F41",0.01228,0.00535,0.0192
"E11","G40",0.00198,-0.00202,0.00599
"E11","G45",0.00021,-0.00298,0.00339
"E11","G47",0.00794,0.00159,0.01429
"E11","G55",-0.0022,-0.00813,0.00374
"E11","G56",-0.00692,-0.01033,-0.00351
"E11","G81",0.00846,0.00382,0.0131
"E11","H02",-5e-04,-0.00543,0.00444
"E11","H25",0.01545,0.00619,0.02471
"E11","H26",-0.00091,-0.00961,0.0078
"E11","H33",-0.00269,-0.00529,-9e-05
"E11","H35",0.00469,-0.00127,0.01064
"E11","H36",1,0.96527,1.03473
"E11","H40",0.00204,-0.00532,0.00941
"E11","H52",0.00284,-0.00179,0.00746
"E11","H53",0.00552,2e-04,0.01085
"E11","H91",0.01231,0.00539,0.01923
"E11","I08",0.01018,0.00455,0.01581
"E11","I10",0.23409,0.211,0.25718
"E11","I20",0.01683,0.00573,0.02794
"E11","I21",0.00661,-0.00193,0.01516
"E11","I24",0.00456,-0.00117,0.0103
"E11","I25",0.04984,0.03417,0.06551
"E11","I26",0.00474,-1e-04,0.00958
"E11","I34",0.00167,-0.00316,0.00649
"E11","I35",0.00384,-0.00105,0.00873
"E11","I44",0.01532,0.00593,0.02471
"E11","I45",0.00548,-5e-05,0.011
"E11","I47",-0.00056,-0.00392,0.00281
"E11","I48",0.02112,0.00959,0.03266
"E11","I49",0.00242,-0.00271,0.00756
"E11","I50",0.02146,0.01281,0.03011
"E11","I51",0.02523,0.01614,0.03433
"E11","I63",0.01132,0.00458,0.01806
"E11","I67",0.01746,0.01072,0.0242
"E11","I70",0.00574,0.00056,0.01093
"E11","I71",0.00283,-0.00207,0.00773
"E11","I73",0.01145,0.00523,0.01767
"E11","I80",-0.00188,-0.00609,0.00232
"E11","I83",-0.00362,-0.00717,-8e-05
"E11","I84",-0.0206,-0.02662,-0.01458
"E11","I95",0.01913,0.01035,0.02791
"E11","J18",0.03164,0.02041,0.04287
"E11","J22",0.01841,0.00923,0.02759
"E11","J33",-0.00344,-0.0051,-0.00178
"E11","J34",-0.0047,-0.00675,-0.00265
"E11","J43",0.0044,-0.00041,0.0092
"E11","J44",0.01323,0.00388,0.02257
"E11","J45",0.00063,-0.00943,0.01069
"E11","J47",6e-04,-0.00321,0.0044
"E11","J90",0.01548,0.00735,0.02361
"E11","J96",0.01186,0.00596,0.01777
"E11","J98",0.01344,0.00611,0.02077
"E11","K02",-0.00295,-0.00539,-5e-04
"E11","K13",-0.00265,-0.00446,-0.00083
"E11","K20",0.00092,-0.00509,0.00692
"E11","K21",0.00841,-0.00272,0.01954
"E11","K22",-0.00269,-0.00916,0.00379
"E11","K25",8e-04,-0.00349,0.00509
"E11","K26",0.00461,0.00011,0.00911
"E11","K29",0.00896,-0.00183,0.01975
"E11","K30",-0.00628,-0.01034,-0.00222
"E11","K31",0.01694,0.00819,0.0257
"E11","K40",-0.01879,-0.02696,-0.01061
"E11","K42",-0.00271,-0.00672,0.0013
"E11","K43",0.00153,-0.00248,0.00553
"E11","K44",-0.0018,-0.01175,0.00815
"E11","K51",-0.00151,-0.0041,0.00107
"E11","K52",-0.00741,-0.01194,-0.00288
"E11","K56",0.00367,-0.00163,0.00896
"E11","K57",-0.00295,-0.0147,0.00881
"E11","K58",0.00324,-0.00278,0.00926
"E11","K59",0.02273,0.01193,0.03353
"E11","K60",-0.00037,-0.00349,0.00274
"E11","K62",-0.00962,-0.01778,-0.00147
"E11","K63",-0.00366,-0.01463,0.00731
"E11","K64",0.00475,-0.00194,0.01145
"E11","K66",0.00689,0.00146,0.01231
"E11","K76",0.03117,0.02256,0.03978
"E11","K80",0.00748,7e-04,0.01427
"E11","K92",0.00342,-0.00411,0.01094
"E11","L02",0.00277,-0.00284,0.00838
"E11","L03",0.00562,-0.00225,0.0135
"E11","L30",0.00228,-0.00194,0.00651
"E11","L40",0.00147,-0.00281,0.00575
"E11","L57",-0.00174,-0.00602,0.00254
"E11","L72",-0.00269,-0.00665,0.00127
"E11","L82",-0.00293,-0.00577,-8e-05
"E11","L89",0.0152,0.00798,0.02243
"E11","L98",0.00645,-0.00062,0.01353
"E11","M06",0.0017,-0.00257,0.00597
"E11","M10",0.00491,-0.00227,0.0121
"E11","M13",0.00167,-0.00727,0.01061
"E11","M15",-2e-04,-0.00495,0.00456
"E11","M16",-0.00962,-0.0157,-0.00354
"E11","M17",-0.01242,-0.02192,-0.00292
"E11","M19",0.00299,-0.00599,0.01197
"E11","M20",-0.0044,-0.00631,-0.00249
"E11","M23",-0.00907,-0.01667,-0.00146
"E11","M25",-0.00461,-0.01197,0.00274
"E11","M47",0.00538,-0.00183,0.01259
"E11","M48",-0.00112,-0.00608,0.00384
"E11","M51",-0.00343,-0.00814,0.00127
"E11","M54",0.00434,-0.00472,0.01339
"E11","M65",-0.00353,-0.00706,0
"E11","M72",0.00302,-0.00386,0.00989
"E11","M75",-0.00348,-0.00879,0.00184
"E11","M79",0.00309,-0.00574,0.01192
"E11","M81",0.00162,-0.00279,0.00603
"E11","N13",0.00423,-0.00028,0.00874
"E11","N17",0.04952,0.03742,0.06161
"E11","N18",0.03073,0.02131,0.04015
"E11","N20",0.00732,0.00057,0.01407
"E11","N28",0.00649,0.00055,0.01243
"E11","N32",-0.00384,-0.01141,0.00373
"E11","N35",0.00204,-0.00217,0.00625
"E11","N39",0.02115,0.01184,0.03047
"E11","N40",0.00543,-0.00726,0.01812
"E11","N41",0.00059,-0.00298,0.00416
"E11","N42",-0.00219,-0.00592,0.00154
"E11","N43",-6e-04,-0.00334,0.00214
"E11","N47",0.00525,0.00078,0.00972
"E11","N48",0.00309,-0.00051,0.00669
"E11","N50",-0.00161,-0.00743,0.00421
"E11","U07",0.01831,0.0123,0.02431
"E14","A04",-0.00434,-0.00701,-0.00168
"E14","A09",0.02513,0.00831,0.04195
"E14","A41",0.03082,0.01238,0.04926
"E14","B37",0.01407,0.00422,0.02391
"E14","B95",0.01445,0.00119,0.0277
"E14","B96",0.02311,0.00712,0.03909
"E14","C18",0.00766,-0.00337,0.01869
"E14","C34",-0.00242,-0.00927,0.00442
"E14","C44",0.01214,0.00137,0.02291
"E14","C61",-0.01846,-0.02905,-0.00787
"E14","C67",-0.00202,-0.00949,0.00545
"E14","C77",-0.00081,-0.00721,0.00559
"E14","C78",0.02006,0.00476,0.03535
"E14","C79",0.02032,0.00467,0.03596
"E14","D12",0.02988,0.00419,0.05557
"E14","D17",-0.00621,-0.01049,-0.00193
"E14","D22",0.00158,-0.00478,0.00794
"E14","D23",-0.00188,-0.00393,0.00016
"E14","D50",0.00276,-0.01025,0.01576
"E14","D64",0.0189,0.00121,0.03659
"E14","D69",0.00678,-0.00223,0.01578
"E14","D70",6e-05,-0.00664,0.00675
"E14","E03",0.00254,-0.00737,0.01245
"E14","E10",1,0.93184,1.06816
"E14","E11",0.2712,0.22478,0.31761
"E14","E66",0.0101,-0.0087,0.02889
"E14","E78",0.00143,-0.03027,0.03313
"E14","E83",0.01375,0.00253,0.02496
"E14","E86",0.01243,0.00049,0.02438
"E14","E87",0.02742,0.0085,0.04633
"E14","F05",0.00711,-0.01711,0.03133
"E14","F10",-0.00677,-0.01572,0.00218
"E14","F17",-0.00413,-0.01658,0.00833
"E14","F32",0.00463,-0.00978,0.01904
"E14","F41",0.01462,0.00093,0.02831
"E14","G40",0.00552,-0.00504,0.01608
"E14","G45",-0.00401,-0.00944,0.00142
"E14","G47",0.01242,-0.0021,0.02693
"E14","G55",0.00122,-0.00718,0.00962
"E14","G56",-0.00769,-0.01233,-0.00305
"E14","G81",0.00476,-0.00317,0.01268
"E14","H02",-0.00149,-0.00592,0.00295
"E14","H25",-0.00531,-0.02375,0.01313
"E14","H26",0.01267,-0.00943,0.03476
"E14","H33",-0.00109,-0.00815,0.00598
"E14","H35",0.00036,-0.00952,0.01023
"E14","H36",1,0.93218,1.06782
"E14","H40",-0.01488,-0.02043,-0.00934
"E14","H52",-0.00455,-0.01079,0.0017
"E14","H53",0.00143,-0.00421,0.00708
"E14","H91",0.00199,-0.00773,0.01171
"E14","I08",0.0011,-0.00822,0.01042
"E14","I10",0.16274,0.11289,0.21259
"E14","I20",-0.00818,-0.02623,0.00986
"E14","I21",0.00672,-0.00764,0.02109
"E14","I24",0.0148,0.00263,0.02697
"E14","I25",0.02781,8e-04,0.05482
"E14","I26",0.02148,0.00769,0.03528
"E14","I34",0.00602,-0.00313,0.01516
"E14","I35",-0.00094,-0.00985,0.00798
"E14","I44",0.02001,0.0048,0.03521
"E14","I45",0.01319,0.00125,0.02513
"E14","I47",-0.00164,-0.00869,0.00542
"E14","I48",0.02205,-0.00347,0.04757
"E14","I49",0.01562,0.00454,0.02671
"E14","I50",0.0204,0.00323,0.03757
"E14","I51",0.01778,-0.00076,0.03633
"E14","I63",0.00202,-0.0052,0.00925
"E14","I67",0.01307,-0.00058,0.02672
"E14","I70",0.01683,0.00333,0.03033
"E14","I71",-0.00046,-0.00754,0.00662
"E14","I73",0.02067,0.00716,0.03418
"E14","I80",-0.00266,-0.00669,0.00138
"E14","I83",-0.00408,-0.01202,0.00387
"E14","I84",-0.01749,-0.02736,-0.00762
"E14","I95",0.02363,0.00597,0.04128
"E14","J18",0.00666,-0.02472,0.03804
"E14","J22",0.00789,-0.00497,0.02074
"E14","J33",-0.00366,-0.00543,-0.00189
"E14","J34",-0.00664,-0.01002,-0.00326
"E14","J43",-0.00385,-0.00687,-0.00082
"E14","J44",0.00436,-0.02225,0.03097
"E14","J45",-0.01753,-0.03401,-0.00105
"E14","J47",-0.00505,-0.01044,0.00035
"E14","J90",0.00768,-0.0079,0.02326
"E14","J96",0.01515,0.00142,0.02888
"E14","J98",0.02356,0.00754,0.03958
"E14","K02",0.00162,-0.00327,0.0065
"E14","K13",0.00381,-0.00022,0.00784
"E14","K20",-0.00227,-0.01189,0.00735
"E14","K21",-0.00894,-0.05215,0.03427
"E14","K22",-0.00122,-0.01477,0.01233
"E14","K25",0.00053,-0.00766,0.00873
"E14","K26",0.00192,-0.00527,0.00911
"E14","K29",-0.00247,-0.02213,0.0172
"E14","K30",-0.00705,-0.01129,-0.00282
"E14","K31",0.02211,0.00637,0.03785
"E14","K40",-0.02698,-0.03593,-0.01803
"E14","K42",-0.00348,-0.01037,0.00341
"E14","K43",0.00529,-0.00221,0.0128
"E14","K44",-0.00466,-0.02281,0.0135
"E14","K51",-2e-04,-0.003,0.0026
"E14","K52",0.00059,-0.01167,0.01286
"E14","K56",0.0119,-0.00167,0.02547
"E14","K57",0.00227,-0.02201,0.02654
"E14","K58",-0.00077,-0.00469,0.00315
"E14","K59",0.00399,-0.03085,0.03883
"E14","K60",-0.00238,-0.00601,0.00125
"E14","K62",-0.01418,-0.02766,-7e-04
"E14","K63",0.01487,-0.00709,0.03683
"E14","K64",0.01985,0.00937,0.03034
"E14","K66",0.00385,-0.00526,0.01296
"E14","K76",0.01087,-0.00213,0.02387
"E14","K80",0.01225,-0.00148,0.02598
"E14","K92",0.02561,0.0065,0.04472
"E14","L02",0.00268,-0.00225,0.00761
"E14","L03",0.01436,-0.00038,0.0291
"E14","L30",0.00252,-0.00612,0.01116
"E14","L40",-0.00126,-0.00557,0.00305
"E14","L57",0.00642,-0.00149,0.01432
"E14","L72",-0.00499,-0.01087,0.00088
"E14","L82",0.00207,-0.00446,0.0086
"E14","L89",0.01659,0.00505,0.02812
"E14","L98",0.02515,0.01076,0.03954
"E14","M06",0.00666,-0.00172,0.01505
"E14","M10",0.00459,-0.01033,0.01952
"E14","M13",-2e-04,-0.01464,0.01425
"E14","M15",-0.00343,-0.00844,0.00158
"E14","M16",-0.01559,-0.02525,-0.00593
"E14","M17",-0.02916,-0.04264,-0.01568
"E14","M19",-0.0049,-0.02319,0.01339
"E14","M20",-0.00459,-0.00663,-0.00255
"E14","M23",-0.01627,-0.02144,-0.01111
"E14","M25",-0.00477,-0.01347,0.00394
"E14","M47",-0.00616,-0.01698,0.00467
"E14","M48",0.00017,-0.0091,0.00944
"E14","M51",-0.00014,-0.00914,0.00885
"E14","M54",0.00058,-0.00825,0.0094
"E14","M65",-0.00471,-0.00802,-0.00139
"E14","M72",-0.00492,-0.01004,0.00019
"E14","M75",-0.00987,-0.01466,-0.00508
"E14","M79",0.01583,-0.00014,0.0318
"E14","M81",-0.00219,-0.00991,0.00553
"E14","N13",0.00808,-0.00209,0.01825
"E14","N17",0.03677,0.01473,0.05881
"E14","N18",0.01435,-0.00161,0.03031
"E14","N20",0.00358,-0.00708,0.01423
"E14","N28",0.01081,-0.00066,0.02228
"E14","N32",-0.01107,-0.0181,-0.00404
"E14","N35",-0.00229,-0.00623,0.00164
"E14","N39",0.0191,0.00028,0.03793
"E14","N40",-0.04149,-0.05881,-0.02416
"E14","N41",-0.00263,-0.00682,0.00155
"E14","N42",0.0028,-0.00349,0.00909
"E14","N43",0.00087,-0.00316,0.00489
"E14","N47",0.00408,-0.00301,0.01118
"E14","N48",-0.00066,-0.00596,0.00463
"E14","N50",-0.00091,-0.00695,0.00513
"E14","U07",0.03182,0.01736,0.04628
"E66","A04",-0.00061,-0.00201,0.00078
"E66","A09",0.00191,-0.00164,0.00545
"E66","A41",0.01693,0.01228,0.02157
"E66","B37",0.00346,0.00051,0.00641
"E66","B95",0.00441,0.00187,0.00695
"E66","B96",0.00396,0.00085,0.00708
"E66","C18",-0.00176,-0.00378,0.00026
"E66","C34",-0.00274,-0.00432,-0.00116
"E66","C44",-0.02337,-0.02617,-0.02057
"E66","C61",-0.003,-0.00745,0.00145
"E66","C67",0.00111,-0.00068,0.0029
"E66","C77",0.00553,0.00215,0.00891
"E66","C78",-0.00346,-0.00672,-2e-04
"E66","C79",-0.00315,-0.00627,-3e-05
"E66","D12",-0.01435,-0.01826,-0.01045
