"expo","outcome","mean","low95ci","up95ci"
"M47","M23",-0.00501,-0.00815,-0.00188
"M47","M25",0.05555,0.04829,0.06281
"M47","M35",0.00836,0.00503,0.01169
"M47","M43",1,0.97404,1.02596
"M47","M48",0.12787,0.11915,0.13659
"M47","M51",0.16611,0.15556,0.17667
"M47","M54",0.12769,0.11735,0.13804
"M47","M65",0.0032,-4e-05,0.00644
"M47","M67",-0.00157,-0.00363,0.00049
"M47","M75",0.01251,0.00783,0.01718
"M47","M79",0.05105,0.04408,0.05802
"M47","M81",0.03775,0.03137,0.04413
"M47","M85",0.02619,0.02172,0.03066
"M47","N13",-0.0012,-0.00289,5e-04
"M47","N17",0.0153,0.01103,0.01957
"M47","N18",0.0209,0.01622,0.02557
"M47","N20",0.00179,-0.00069,0.00427
"M47","N28",0.00462,0.00225,0.00698
"M47","N30",0.00098,-0.00141,0.00336
"M47","N32",0.00608,0.00285,0.00931
"M47","N39",0.0129,0.00683,0.01896
"M47","N73",-0.00241,-0.00395,-0.00087
"M47","N80",-0.00038,-0.0027,0.00195
"M47","N81",-0.00446,-0.00889,-4e-05
"M47","N83",-0.00204,-0.00471,0.00062
"M47","N84",-0.01168,-0.01447,-0.00889
"M47","N85",-0.00315,-0.00596,-0.00034
"M47","N88",-0.00183,-0.00319,-0.00048
"M47","N90",-0.00035,-0.00225,0.00155
"M47","N92",-0.01158,-0.01346,-0.00969
"M47","N93",-0.00081,-0.00273,0.00111
"M47","N94",-0.00125,-0.00304,0.00055
"M47","N95",-0.00746,-0.01083,-0.00409
"M47","O68",-0.00046,-0.00054,-0.00038
"M47","O70",-0.00041,-0.00049,-0.00033
"M48","A09",0.01611,0.00815,0.02407
"M48","A41",0.01542,0.00979,0.02106
"M48","B37",0.00637,0.00184,0.0109
"M48","B95",0.0098,0.00521,0.01439
"M48","B96",0.0122,0.00645,0.01796
"M48","C18",-0.0038,-0.0065,-0.0011
"M48","C34",-0.00094,-0.00369,0.0018
"M48","C44",-0.01028,-0.0151,-0.00546
"M48","C50",-0.01744,-0.02308,-0.01179
"M48","C77",-0.00788,-0.01228,-0.00348
"M48","C78",-0.00167,-0.00668,0.00334
"M48","C79",0.00633,7e-04,0.01196
"M48","D05",-0.00109,-0.00434,0.00215
"M48","D12",-0.01401,-0.01968,-0.00834
"M48","D17",-0.00409,-0.00596,-0.00222
"M48","D22",-0.00227,-0.0055,0.00097
"M48","D23",-0.00425,-0.00503,-0.00347
"M48","D25",-0.00963,-0.01376,-0.0055
"M48","D50",0.0143,0.00567,0.02294
"M48","D64",0.01717,0.00948,0.02486
"M48","D70",0.00313,-0.00142,0.00767
"M48","E03",-0.01336,-0.02119,-0.00552
"M48","E04",-0.00259,-0.00415,-0.00102
"M48","E05",0.00238,-0.00108,0.00584
"M48","E11",-0.00371,-0.00978,0.00235
"M48","E55",0.01008,0.00537,0.01479
"M48","E66",0.05282,0.04151,0.06412
"M48","E78",0.016,0.00542,0.02657
"M48","E83",0.01314,0.00751,0.01878
"M48","E86",0.01254,0.00776,0.01731
"M48","E87",0.03348,0.02613,0.04084
"M48","F05",0.0165,0.01234,0.02067
"M48","F10",0.00311,-0.00022,0.00644
"M48","F17",0.00333,-0.00553,0.01219
"M48","F32",0.03313,0.02159,0.04467
"M48","F41",0.03109,0.02054,0.04164
"M48","G40",-0.00129,-0.00393,0.00134
"M48","G43",0.00435,-0.00157,0.01026
"M48","G47",0.00357,-0.00076,0.00791
"M48","G55",1,0.96742,1.03258
"M48","G56",0.00355,-0.00216,0.00926
"M48","H02",-0.00345,-0.00611,-0.00079
"M48","H04",-0.00417,-0.00607,-0.00226
"M48","H25",-0.01138,-0.01726,-0.0055
"M48","H26",-0.01931,-0.0255,-0.01311
"M48","H35",-0.00515,-0.00843,-0.00188
"M48","H40",-0.00337,-0.00719,0.00045
"M48","H52",-0.00129,-0.00511,0.00252
"M48","H53",0.00137,-0.00232,0.00506
"M48","H91",0.01048,0.00608,0.01488
"M48","I08",0.00826,0.00445,0.01207
"M48","I10",0.03064,0.01464,0.04664
"M48","I20",-0.00664,-0.01069,-0.00259
"M48","I21",0.00061,-0.00254,0.00377
"M48","I25",0.00112,-0.00499,0.00722
"M48","I26",0.0038,-7e-05,0.00766
"M48","I34",0.00023,-0.00227,0.00272
"M48","I35",-1e-05,-0.00241,0.00239
"M48","I44",0.00168,-0.00168,0.00504
"M48","I47",-0.00184,-0.00402,0.00035
"M48","I48",0.00215,-0.00414,0.00845
"M48","I49",0.00165,-0.00172,0.00502
"M48","I50",0.00727,0.00322,0.01133
"M48","I51",0.00993,0.00538,0.01449
"M48","I63",-0.00014,-0.00299,0.0027
"M48","I67",0.01099,0.00675,0.01523
"M48","I73",0.00642,0.00201,0.01082
"M48","I80",-0.0017,-0.00418,0.00079
"M48","I83",-0.00727,-0.01009,-0.00445
"M48","I84",-0.02798,-0.0303,-0.02566
"M48","I95",0.02416,0.01742,0.03089
"M48","J18",0.01691,0.01028,0.02353
"M48","J22",0.01015,0.0047,0.01559
"M48","J34",-0.00228,-0.0049,0.00033
"M48","J44",0.00392,-0.00105,0.0089
"M48","J45",-0.01036,-0.01964,-0.00109
"M48","J47",-3e-04,-0.00307,0.00246
"M48","J90",0.01274,0.00686,0.01862
"M48","J96",0.01099,0.00653,0.01544
"M48","J98",0.0167,0.01031,0.0231
"M48","K02",-0.00227,-0.00509,0.00055
"M48","K13",-0.003,-0.00524,-0.00076
"M48","K20",-0.007,-0.01016,-0.00384
"M48","K21",0.01702,0.00577,0.02827
"M48","K22",-0.00825,-0.01197,-0.00452
"M48","K25",8e-05,-0.00289,0.00306
"M48","K29",-0.01863,-0.0265,-0.01075
"M48","K30",-0.01304,-0.01609,-0.00999
"M48","K31",-0.00241,-0.00794,0.00313
"M48","K43",-0.00236,-0.00451,-0.00022
"M48","K44",-0.01548,-0.02411,-0.00686
"M48","K52",-0.01434,-0.01856,-0.01012
"M48","K56",0.00344,-0.00158,0.00846
"M48","K57",-0.01791,-0.0277,-0.00812
"M48","K58",0.00997,0.00246,0.01747
"M48","K59",0.03841,0.02883,0.04799
"M48","K62",-0.01569,-0.02139,-0.00998
"M48","K63",-0.02047,-0.02635,-0.01458
"M48","K64",0.00605,-0.001,0.01309
"M48","K66",-0.00376,-0.00685,-0.00067
"M48","K76",0.00905,0.00325,0.01485
"M48","K80",-0.01028,-0.01559,-0.00497
"M48","K81",-0.00033,-0.00291,0.00225
"M48","K83",0.00121,-0.00144,0.00386
"M48","K92",-0.00298,-0.00858,0.00263
"M48","L03",0.00713,0.00208,0.01219
"M48","L57",-0.00103,-0.00375,0.00169
"M48","L72",-0.00492,-0.00736,-0.00247
"M48","L82",-0.00459,-0.0062,-0.00298
"M48","L90",-9e-04,-0.0037,0.00189
"M48","L98",0.00134,-0.003,0.00568
"M48","M06",0.00616,0.00117,0.01115
"M48","M13",0.0242,0.01472,0.03368
"M48","M15",0.02337,0.01624,0.0305
"M48","M16",0.02658,0.01785,0.03531
"M48","M17",0.0046,-0.00278,0.01198
"M48","M19",0.06657,0.05399,0.07914
"M48","M20",-0.00988,-0.01497,-0.00478
"M48","M23",-0.01177,-0.01538,-0.00816
"M48","M25",0.06209,0.05087,0.07331
"M48","M35",0.0026,-0.00074,0.00595
"M48","M43",1,0.96678,1.03322
"M48","M47",0.23303,0.21643,0.24964
"M48","M51",0.30147,0.28329,0.31966
"M48","M54",0.20748,0.18976,0.2252
"M48","M65",-0.00088,-0.00546,0.00369
"M48","M67",-0.00272,-0.00489,-0.00055
"M48","M75",0.00234,-0.00393,0.00862
"M48","M79",0.05976,0.04752,0.07201
"M48","M81",0.03625,0.028,0.04451
"M48","M85",0.01797,0.01284,0.0231
"M48","N13",0.00047,-0.00291,0.00384
"M48","N17",0.02111,0.01493,0.02729
"M48","N18",0.01602,0.01018,0.02185
"M48","N20",-0.0023,-0.00414,-0.00046
"M48","N28",0.00296,0.00022,0.00569
"M48","N30",-4e-04,-0.00311,0.0023
"M48","N32",0.00113,-0.00282,0.00507
"M48","N39",0.02757,0.01838,0.03676
"M48","N73",-0.00413,-0.00627,-0.00199
"M48","N80",-0.0045,-0.00575,-0.00326
"M48","N81",-0.0104,-0.01609,-0.00471
"M48","N83",-0.00878,-0.011,-0.00656
"M48","N84",-0.01277,-0.0169,-0.00864
"M48","N85",-0.00559,-0.00969,-0.0015
"M48","N88",-0.00157,-0.00431,0.00118
"M48","N90",-0.00367,-0.00508,-0.00226
"M48","N92",-0.01338,-0.01529,-0.01147
"M48","N93",-0.00347,-0.00458,-0.00235
"M48","N94",-0.00253,-0.00395,-0.0011
"M48","N95",-0.00785,-0.01361,-0.00209
"M48","O68",-0.00046,-0.00054,-0.00038
"M48","O70",-0.00041,-0.00048,-0.00033
"M51","A09",0.00487,-0.00054,0.01028
"M51","A41",0.00774,0.00313,0.01235
"M51","B37",0.0029,-0.00021,0.006
"M51","B95",0.00516,0.00179,0.00853
"M51","B96",0.00816,0.00352,0.0128
"M51","C18",-0.0046,-0.00625,-0.00295
"M51","C34",-0.00199,-0.0041,0.00013
"M51","C44",-0.01233,-0.01617,-0.00849
"M51","C50",-0.02049,-0.02459,-0.01639
"M51","C77",-0.00733,-0.01089,-0.00376
"M51","C78",-0.00504,-0.00871,-0.00137
"M51","C79",0.00202,-0.00193,0.00597
"M51","D05",-0.00426,-0.00592,-0.0026
"M51","D12",-0.01255,-0.01693,-0.00816
"M51","D17",-0.0031,-0.00478,-0.00142
"M51","D22",-0.00251,-0.00474,-0.00028
"M51","D23",-0.00223,-0.00364,-0.00082
"M51","D25",-0.00699,-0.01065,-0.00333
"M51","D50",0.00709,0.00169,0.01248
"M51","D64",0.01075,0.0047,0.0168
"M51","D70",-0.00257,-0.00535,0.00021
"M51","E03",-0.00583,-0.01265,0.00099
"M51","E04",-0.00081,-0.00274,0.00111
"M51","E05",0.00144,-0.00107,0.00395
"M51","E11",0.00277,-0.00278,0.00831
"M51","E55",0.01257,0.00849,0.01664
"M51","E66",0.04058,0.03313,0.04804
"M51","E78",0.01722,0.00844,0.026
"M51","E83",0.00895,0.00498,0.01292
"M51","E86",0.00785,0.00387,0.01183
"M51","E87",0.02064,0.01464,0.02663
"M51","F05",0.00899,0.00573,0.01224
"M51","F10",0.00146,-0.00113,0.00404
"M51","F17",0.00885,0.00363,0.01407
"M51","F32",0.04051,0.03237,0.04865
"M51","F41",0.0334,0.02581,0.04098
"M51","G40",0.00045,-0.00199,0.00288
"M51","G43",0.00709,0.00305,0.01113
"M51","G47",0.0041,0.00108,0.00713
"M51","G55",1,0.97701,1.02299
"M51","G56",0.00017,-0.00376,0.0041
"M51","H02",-0.00269,-0.00525,-0.00013
"M51","H04",-0.00321,-0.00519,-0.00124
"M51","H25",-0.00769,-0.01414,-0.00124
"M51","H26",-0.01915,-0.02539,-0.0129
"M51","H35",-0.00388,-0.00735,-0.00042
"M51","H40",-0.00311,-0.00691,0.00068
"M51","H52",-0.00351,-0.00686,-0.00016
"M51","H53",-0.00147,-0.00427,0.00133
"M51","H91",0.00795,0.00394,0.01195
"M51","I08",0.0067,0.00339,0.01001
"M51","I10",0.04394,0.03019,0.05768
"M51","I20",-0.00372,-0.00758,0.00015
"M51","I21",-0.00094,-0.00372,0.00185
"M51","I25",-9e-04,-0.00614,0.00435
"M51","I26",0.00193,-0.00127,0.00513
"M51","I34",0.00065,-0.00201,0.00331
"M51","I35",0.00041,-0.00208,0.00289
"M51","I44",0.00031,-0.00268,0.0033
"M51","I47",-0.00107,-0.00337,0.00122
"M51","I48",-0.00529,-0.01012,-0.00046
"M51","I49",0.00012,-0.0025,0.00275
"M51","I50",0.00456,0.00088,0.00824
"M51","I51",0.00607,0.00219,0.00995
"M51","I63",-0.00125,-0.00369,0.0012
"M51","I67",0.00763,0.00389,0.01136
"M51","I73",0.00324,0.00012,0.00636
"M51","I80",-0.00031,-0.00271,0.00209
"M51","I83",-0.00634,-0.00872,-0.00395
"M51","I84",-0.02479,-0.02745,-0.02214
"M51","I95",0.01302,0.00794,0.0181
"M51","J18",0.00329,-0.00167,0.00824
"M51","J22",0.00428,2e-05,0.00854
"M51","J34",-0.00153,-0.0035,0.00044
"M51","J44",0.00019,-0.00397,0.00435
"M51","J45",-0.00692,-0.01399,0.00015
"M51","J47",0.00103,-0.0017,0.00377
"M51","J90",0.00588,0.00138,0.01038
"M51","J96",0.00285,-1e-04,0.00581
"M51","J98",0.01275,0.00803,0.01746
"M51","K02",-0.00034,-0.00278,0.00209
"M51","K13",-8e-04,-0.00322,0.00163
"M51","K20",-0.00218,-0.00562,0.00126
"M51","K21",0.02635,0.01757,0.03514
"M51","K22",-0.00489,-0.00852,-0.00126
"M51","K25",-0.00061,-0.00316,0.00193
"M51","K29",-0.00956,-0.01655,-0.00257
"M51","K30",-0.01087,-0.0139,-0.00785
"M51","K31",-0.0023,-0.00682,0.00222
"M51","K43",-0.0026,-0.00439,-0.00081
"M51","K44",-0.00553,-0.01283,0.00176
"M51","K52",-0.01388,-0.01736,-0.0104
"M51","K56",-0.00111,-0.00432,0.00209
"M51","K57",-0.01469,-0.02278,-0.00661
"M51","K58",0.01159,0.00662,0.01656
"M51","K59",0.03334,0.02579,0.04089
"M51","K62",-0.01324,-0.01802,-0.00846
"M51","K63",-0.01507,-0.02008,-0.01006
"M51","K64",0.00971,0.0041,0.01532
"M51","K66",-0.0013,-0.0044,0.00179
"M51","K76",0.01246,0.00783,0.0171
"M51","K80",-0.00491,-0.0098,-3e-05
"M51","K81",-0.00196,-0.00354,-0.00039
"M51","K83",0.00077,-0.00164,0.00318
"M51","K92",-0.00619,-0.01043,-0.00196
"M51","L03",-0.00056,-0.00387,0.00276
"M51","L57",-0.00217,-0.00434,-1e-05
"M51","L72",-0.00214,-0.00478,5e-04
"M51","L82",-0.00185,-0.00392,0.00023
"M51","L90",-0.00328,-0.00497,-0.00159
"M51","L98",-0.00204,-0.00504,0.00096
"M51","M06",0.00559,0.00184,0.00934
"M51","M13",0.02933,0.02169,0.03696
"M51","M15",0.02621,0.02069,0.03172
"M51","M16",0.03369,0.02628,0.04109
"M51","M17",0.01031,0.00323,0.01739
"M51","M19",0.06412,0.05428,0.07395
"M51","M20",-0.00857,-0.01218,-0.00497
"M51","M23",-0.00693,-0.01025,-0.00361
"M51","M25",0.05483,0.04662,0.06304
"M51","M35",0.00564,0.00223,0.00905
"M51","M43",1,0.9705,1.0295
"M51","M47",0.22983,0.21734,0.24232
"M51","M48",1,0.97234,1.02766
"M51","M54",0.21157,0.19818,0.22496
"M51","M65",-1e-04,-0.00316,0.00295
"M51","M67",-0.0011,-0.00332,0.00112
"M51","M75",0.00083,-0.00306,0.00472
"M51","M79",0.06203,0.05343,0.07064
"M51","M81",0.02357,0.01651,0.03062
"M51","M85",0.01699,0.01229,0.0217
"M51","N13",0.00062,-0.00191,0.00315
"M51","N17",0.01264,0.00754,0.01775
"M51","N18",0.01514,0.00967,0.02061
"M51","N20",0.00122,-0.00123,0.00368
"M51","N28",0.00412,0.00134,0.00689
"M51","N30",2e-04,-0.0021,0.0025
"M51","N32",0.00097,-0.00211,0.00406
"M51","N39",0.01778,0.0106,0.02496
"M51","N73",-0.00359,-0.00522,-0.00195
"M51","N80",-0.00131,-0.00372,0.0011
"M51","N81",-0.01259,-0.01682,-0.00836
"M51","N83",-0.00362,-0.0064,-0.00085
"M51","N84",-0.01434,-0.01709,-0.01158
"M51","N85",-0.00442,-0.00745,-0.00138
"M51","N88",-0.00214,-0.00365,-0.00064
"M51","N90",-0.00292,-0.00452,-0.00133
"M51","N92",-0.01032,-0.01277,-0.00786
"M51","N93",-0.00213,-0.00382,-0.00045
"M51","N94",-0.0011,-0.00269,5e-04
"M51","N95",-0.00837,-0.01202,-0.00473
"M51","O68",-0.00044,-0.00053,-0.00036
"M51","O70",-0.00041,-0.00049,-0.00034
"M54","A09",0.01937,0.01489,0.02384
"M54","A41",0.01746,0.01393,0.02099
"M54","B37",0.00784,0.00536,0.01032
"M54","B95",0.00416,0.0021,0.00621
"M54","B96",0.01204,0.00867,0.01542
"M54","C18",-0.00375,-0.00514,-0.00236
"M54","C34",-0.00017,-0.00188,0.00155
"M54","C44",-0.01143,-0.01427,-0.0086
"M54","C50",-0.01576,-0.01902,-0.01249
"M54","C77",-0.00199,-0.00469,0.00072
"M54","C78",0.00348,0.00035,0.00661
"M54","C79",0.00847,0.00535,0.01158
"M54","D05",-0.00335,-0.00472,-0.00199
"M54","D12",-0.00896,-0.01214,-0.00578
"M54","D17",-0.00098,-0.0026,0.00064
"M54","D22",-0.00425,-0.00541,-0.00309
"M54","D23",-0.00285,-0.00379,-0.00192
"M54","D25",-0.00672,-0.00929,-0.00415
"M54","D50",0.00309,-0.00046,0.00664
"M54","D64",0.01885,0.01431,0.02339
"M54","D70",0.00589,0.00319,0.00859
"M54","E03",-0.00896,-0.01351,-0.0044
"M54","E04",-0.0016,-0.00282,-0.00038
"M54","E05",0.00131,-0.00046,0.00308
"M54","E11",0.00144,-0.00224,0.00513
"M54","E55",0.01164,0.00899,0.01429
"M54","E66",0.02574,0.02088,0.03061
"M54","E78",0.0189,0.01275,0.02505
"M54","E83",0.01386,0.01087,0.01685
"M54","E86",0.01561,0.01244,0.01879
"M54","E87",0.02992,0.02539,0.03445
"M54","F05",0.01143,0.00912,0.01374
"M54","F10",0.0024,0.00059,0.00421
"M54","F17",0.00809,0.00439,0.01179
"M54","F32",0.03409,0.02851,0.03968
"M54","F41",0.04233,0.0368,0.04786
"M54","G40",0.00166,-0.00012,0.00344
"M54","G43",0.01466,0.01128,0.01804
"M54","G47",0.00437,0.00224,0.00649
"M54","G55",0.05106,0.04621,0.0559
"M54","G56",-0.00025,-0.00301,0.00251
"M54","H02",-0.00405,-0.00582,-0.00227
"M54","H04",0.0024,0.00044,0.00436
"M54","H25",0.00844,0.00374,0.01314
"M54","H26",0.00323,-0.00175,0.00821
"M54","H35",0.00018,-0.0025,0.00286
"M54","H40",0.0026,-0.00027,0.00546
"M54","H52",0.00295,9e-05,0.00582
"M54","H53",0.00899,0.00632,0.01167
"M54","H91",0.00983,0.00706,0.0126
"M54","I08",0.00557,0.00332,0.00781
"M54","I10",0.03131,0.0221,0.04053
"M54","I20",0.00039,-0.00242,0.0032
"M54","I21",-0.00047,-0.00234,0.00141
"M54","I25",0.00369,-1e-05,0.00739
"M54","I26",0.00488,0.00244,0.00732
"M54","I34",0.00124,-0.00068,0.00316
"M54","I35",0.00095,-0.00078,0.00267
"M54","I44",0.00081,-0.00133,0.00296
"M54","I47",-3e-05,-0.00162,0.00157
"M54","I48",0.00012,-0.0035,0.00373
"M54","I49",0.00264,0.00063,0.00466
"M54","I50",0.00654,0.00406,0.00902
"M54","I51",0.01049,0.00753,0.01345
"M54","I63",0.00117,-0.00083,0.00316
"M54","I67",0.01021,0.00754,0.01288
"M54","I73",0.00417,0.00193,0.00641
"M54","I80",0.00154,-0.00024,0.00331
"M54","I83",-0.00311,-0.00505,-0.00117
"M54","I84",-0.02034,-0.0226,-0.01808
"M54","I95",0.02147,0.01734,0.0256
"M54","J18",0.01424,0.01038,0.0181
"M54","J22",0.00863,0.00566,0.01161
"M54","J34",-0.00033,-0.00198,0.00132
"M54","J44",0.00613,0.00315,0.00911
"M54","J45",-0.00335,-0.0084,0.00171
"M54","J47",0.00172,-2e-04,0.00365
"M54","J90",0.01026,0.00697,0.01354
"M54","J96",0.00689,0.00464,0.00913
"M54","J98",0.01414,0.01096,0.01731
"M54","K02",-0.00265,-0.00401,-0.0013
"M54","K13",-0.00153,-0.00306,1e-05
"M54","K20",-0.0033,-0.00561,-0.00099
"M54","K21",0.02835,0.02212,0.03459
"M54","K22",-0.00242,-0.00506,0.00022
"M54","K25",0.00186,-0.00015,0.00387
"M54","K29",-0.0036,-0.00874,0.00154
"M54","K30",-0.00924,-0.01148,-0.007
"M54","K31",-0.00181,-0.00493,0.00132
"M54","K43",0.00075,-0.00091,0.00242
"M54","K44",-0.00072,-0.00597,0.00454
"M54","K52",-0.00492,-0.00804,-0.00181
"M54","K56",0.00169,-0.00068,0.00407
"M54","K57",-0.00611,-0.01191,-0.00031
"M54","K58",0.01284,0.00932,0.01636
"M54","K59",0.04598,0.04037,0.05159
"M54","K62",-0.01101,-0.01446,-0.00756
"M54","K63",-0.01212,-0.01571,-0.00852
"M54","K64",0.01023,0.00623,0.01424
"M54","K66",0.0025,6e-05,0.00494
"M54","K76",0.01397,0.01076,0.01719
"M54","K80",0.00232,-0.00152,0.00617
"M54","K81",0.00028,-0.00111,0.00168
"M54","K83",0.00469,0.00271,0.00667
"M54","K92",0.00415,0.00059,0.0077
"M54","L03",0.00356,0.00095,0.00616
"M54","L57",-0.00154,-0.00325,0.00016
"M54","L72",-0.00495,-0.00636,-0.00353
"M54","L82",-0.00164,-0.00318,-1e-04
"M54","L90",-0.00115,-0.00255,0.00025
"M54","L98",-0.00224,-0.00428,-2e-04
"M54","M06",0.00484,0.00232,0.00735
"M54","M13",0.04726,0.04151,0.05302
"M54","M15",0.01643,0.01302,0.01985
"M54","M16",0.01376,0.00928,0.01825
"M54","M17",0.00026,-0.0041,0.00461
"M54","M19",0.05535,0.04893,0.06177
"M54","M20",-0.01041,-0.01295,-0.00788
"M54","M23",-0.00842,-0.01067,-0.00616
"M54","M25",0.07108,0.06502,0.07715
"M54","M35",0.00423,0.00192,0.00654
"M54","M43",0.02938,0.02577,0.03299
"M54","M47",0.0896,0.08352,0.09569
"M54","M48",0.0719,0.06651,0.07728
"M54","M51",0.10526,0.09851,0.11202
"M54","M65",-0.00102,-0.00309,0.00105
"M54","M67",-0.00202,-0.00354,-0.00049
"M54","M75",0.0026,-0.00035,0.00554
"M54","M79",0.07604,0.06978,0.08229
"M54","M81",0.02729,0.0224,0.03219
"M54","M85",0.01501,0.01186,0.01817
"M54","N13",0.00296,0.00109,0.00483
"M54","N17",0.02621,0.02222,0.0302
"M54","N18",0.01621,0.01258,0.01983
"M54","N20",0.00393,0.00199,0.00586
"M54","N28",0.00606,0.00397,0.00816
"M54","N30",0,-0.00155,0.00155
"M54","N32",0.00415,0.0018,0.0065
"M54","N39",0.02736,0.0221,0.03263
"M54","N73",-0.00166,-0.00307,-0.00024
"M54","N80",-0.00195,-0.0034,-0.00051
"M54","N81",-0.00997,-0.01317,-0.00677
"M54","N83",-0.00104,-0.00322,0.00114
"M54","N84",-0.01214,-0.01449,-0.0098
"M54","N85",-0.00326,-0.00539,-0.00112
"M54","N88",-0.00094,-0.00224,0.00036
"M54","N90",-0.00034,-0.00184,0.00115
"M54","N92",-0.0067,-0.00911,-0.0043
"M54","N93",-0.00079,-0.00212,0.00053
"M54","N94",-0.00033,-0.00187,0.00122
"M54","N95",-0.00827,-0.01083,-0.00572
"M54","O68",-0.00047,-0.00055,-0.00038
"M54","O70",-0.00043,-0.00051,-0.00035
"M65","A09",-0.00072,-0.00791,0.00647
"M65","A41",-0.00135,-0.0068,0.00409
"M65","B37",0.00015,-0.00383,0.00414
"M65","B95",0.00724,0.00262,0.01186
"M65","B96",-0.00216,-0.00751,0.00319
"M65","C18",-0.00504,-0.00715,-0.00293
"M65","C34",-0.00358,-0.00615,-0.00102
"M65","C44",-0.01128,-0.01617,-0.00639
"M65","C50",-0.01666,-0.02211,-0.0112
"M65","C77",-0.0064,-0.01088,-0.00192
"M65","C78",-0.00476,-0.00963,0.00011
"M65","C79",-0.00501,-0.00897,-0.00106
"M65","D05",-0.00512,-0.00691,-0.00334
"M65","D12",-0.00846,-0.01442,-0.0025
"M65","D17",-0.00228,-0.00495,4e-04
"M65","D22",-0.00326,-0.00532,-0.00119
"M65","D23",-8e-04,-0.00346,0.00185
"M65","D25",-0.007,-0.01143,-0.00257
"M65","D50",9e-04,-0.0056,0.00739
"M65","D64",0.00258,-0.00494,0.01011
"M65","D70",-0.00419,-0.00719,-0.0012
"M65","E03",-0.00517,-0.01369,0.00336
"M65","E04",-0.00065,-0.00331,0.00201
"M65","E05",-0.00164,-0.00468,0.0014
"M65","E11",-0.00391,-0.01022,0.0024
"M65","E55",0.01001,0.00466,0.01536
"M65","E66",0.04627,0.03619,0.05635
"M65","E78",0.01328,0.00163,0.02492
"M65","E83",0.00115,-0.0032,0.0055
"M65","E86",-0.00132,-0.00561,0.00297
"M65","E87",0.00269,-0.00442,0.00979
"M65","F05",0.00485,0.00066,0.00905
"M65","F10",0.00039,-0.00267,0.00344
"M65","F17",-0.00723,-0.01369,-0.00077
"M65","F32",0.01327,0.00427,0.02226
"M65","F41",0.00893,0.00019,0.01766
"M65","G40",-0.00082,-0.0039,0.00225
"M65","G43",-0.00127,-0.0054,0.00287
"M65","G47",0.00481,6e-04,0.00903
"M65","G55",0.00554,0.00089,0.01019
"M65","G56",0.06089,0.0507,0.07107
"M65","H02",-0.00473,-0.00792,-0.00154
"M65","H04",0.00128,-0.00211,0.00467
"M65","H25",-0.0085,-0.01625,-0.00074
"M65","H26",-0.01874,-0.02666,-0.01083
"M65","H35",-0.00342,-0.00815,0.0013
"M65","H40",-0.00303,-0.00778,0.00173
"M65","H52",-0.00226,-0.00694,0.00243
"M65","H53",-0.00256,-0.00609,0.00098
"M65","H91",0.00806,0.0028,0.01331
"M65","I08",-0.00107,-0.00492,0.00278
"M65","I10",0.02046,0.00415,0.03676
"M65","I20",-0.00332,-0.00844,0.0018
"M65","I21",-0.00574,-0.00807,-0.00341
"M65","I25",-0.00329,-0.01006,0.00349
"M65","I26",-0.00431,-0.00729,-0.00134
"M65","I34",-0.00046,-0.0036,0.00269
"M65","I35",-5e-04,-0.00405,0.00306
"M65","I44",-0.002,-0.00605,0.00204
"M65","I47",-0.00238,-0.0051,0.00034
"M65","I48",-0.00695,-0.01364,-0.00025
"M65","I49",0.00319,-0.00085,0.00722
"M65","I50",-0.0054,-0.00999,-0.00081
"M65","I51",-0.00196,-0.00687,0.00296
"M65","I63",-0.00272,-0.00575,0.00031
"M65","I67",0.0017,-0.00313,0.00652
"M65","I73",0.00371,-0.00067,0.0081
"M65","I80",-0.00187,-0.00478,0.00104
"M65","I83",-0.00487,-0.0081,-0.00165
"M65","I84",-0.0154,-0.0205,-0.0103
"M65","I95",0.00111,-0.00471,0.00693
"M65","J18",-0.0027,-0.00924,0.00384
"M65","J22",-0.00571,-0.01047,-0.00096
"M65","J34",-0.00118,-0.00339,0.00104
"M65","J44",-0.0021,-0.00784,0.00363
"M65","J45",-0.00091,-0.01029,0.00848
"M65","J47",-0.00056,-0.00428,0.00317
"M65","J90",-0.00309,-0.00859,0.00241
"M65","J96",-0.00391,-0.007,-0.00081
"M65","J98",0.00258,-0.00269,0.00785
"M65","K02",-0.00167,-0.00466,0.00132
"M65","K13",-0.00169,-0.00433,0.00094
"M65","K20",-0.0062,-0.00995,-0.00245
"M65","K21",0.01318,0.0027,0.02365
"M65","K22",-0.00823,-0.013,-0.00347
"M65","K25",-0.0021,-0.00512,0.00092
"M65","K29",-0.01114,-0.02004,-0.00224
"M65","K30",-0.00688,-0.0115,-0.00226
"M65","K31",-0.0061,-0.01131,-0.00089
"M65","K43",-0.00149,-0.00442,0.00143
"M65","K44",-0.01307,-0.02207,-0.00408
"M65","K52",-0.01157,-0.01664,-0.00651
"M65","K56",-0.00156,-0.00561,0.00249
"M65","K57",-0.01776,-0.0277,-0.00783
"M65","K58",0.00489,-0.00113,0.01092
"M65","K59",0.00093,-0.00691,0.00876
"M65","K62",-0.01181,-0.01819,-0.00544
"M65","K63",-0.00396,-0.01262,0.0047
"M65","K64",0.00642,-0.00076,0.01359
"M65","K66",-0.00527,-0.00848,-0.00206
"M65","K76",0.00321,-0.0017,0.00813
"M65","K80",-0.01198,-0.01746,-0.00649
"M65","K81",7e-05,-0.00288,0.00302
