"expo","outcome","mean","low95ci","up95ci"
"C50","I67",-7e-05,-0.00238,0.00224
"C50","I73",0.00012,-0.00212,0.00237
"C50","I80",0.00861,0.00593,0.01129
"C50","I83",-0.00551,-0.00739,-0.00363
"C50","I84",-0.02234,-0.02466,-0.02003
"C50","I95",0.00647,0.00284,0.01011
"C50","J18",0.01244,0.00829,0.01658
"C50","J22",0.01005,0.0065,0.0136
"C50","J34",-0.00376,-0.00479,-0.00273
"C50","J44",-0.00484,-0.00789,-0.00178
"C50","J45",-0.00342,-0.00856,0.00172
"C50","J47",0.00103,-0.00104,0.0031
"C50","J90",0.0178,0.01398,0.02161
"C50","J96",0.00153,-0.00058,0.00364
"C50","J98",0.00943,0.00612,0.01275
"C50","K02",-0.00164,-0.00323,-6e-05
"C50","K13",-0.00187,-0.00338,-0.00036
"C50","K20",-0.00914,-0.01129,-0.00699
"C50","K21",0.00792,0.00192,0.01392
"C50","K22",-0.00947,-0.01195,-0.00699
"C50","K25",-0.00522,-0.00687,-0.00358
"C50","K29",-0.03253,-0.0371,-0.02796
"C50","K30",-0.0127,-0.01486,-0.01055
"C50","K31",-0.00801,-0.01111,-0.0049
"C50","K43",-0.00245,-0.00403,-0.00087
"C50","K44",-0.02453,-0.0292,-0.01987
"C50","K52",-0.00384,-0.00725,-0.00043
"C50","K56",-0.00355,-0.00565,-0.00145
"C50","K57",-0.03136,-0.03663,-0.02609
"C50","K58",-0.00106,-0.00425,0.00213
"C50","K59",0.01082,0.00598,0.01567
"C50","K62",-0.02024,-0.02338,-0.01709
"C50","K63",-0.017,-0.02062,-0.01338
"C50","K64",-0.00392,-0.00759,-0.00026
"C50","K66",-0.00429,-0.00629,-0.00228
"C50","K76",0.00694,0.00375,0.01014
"C50","K80",-0.01367,-0.01691,-0.01042
"C50","K81",-0.00229,-0.00353,-0.00105
"C50","K83",0.00079,-0.00105,0.00263
"C50","K92",-0.00769,-0.01092,-0.00446
"C50","L03",0.01665,0.01301,0.02029
"C50","L57",-0.00326,-0.00468,-0.00183
"C50","L72",-0.00434,-0.00602,-0.00266
"C50","L82",-0.00122,-0.00278,0.00035
"C50","L90",0.01101,0.00842,0.0136
"C50","L98",0.00034,-0.00202,0.0027
"C50","M06",-0.00244,-0.00486,-3e-05
"C50","M13",0.00647,0.00154,0.01139
"C50","M15",0.00035,-0.00266,0.00336
"C50","M16",-0.01572,-0.019,-0.01244
"C50","M17",-0.01433,-0.0185,-0.01017
"C50","M19",0.00253,-0.00312,0.00819
"C50","M20",-0.01857,-0.02049,-0.01665
"C50","M23",-0.01463,-0.01656,-0.01271
"C50","M25",-0.00924,-0.01285,-0.00563
"C50","M35",-0.00408,-0.00589,-0.00227
"C50","M43",-0.00228,-0.00386,-0.00071
"C50","M47",-0.00404,-0.00754,-0.00054
"C50","M48",-0.00501,-0.00732,-0.0027
"C50","M51",-0.00585,-0.00858,-0.00311
"C50","M54",-0.00162,-0.00598,0.00274
"C50","M65",-0.00606,-0.00787,-0.00426
"C50","M67",-0.00574,-0.00677,-0.00471
"C50","M75",-0.01375,-0.01553,-0.01196
"C50","M79",0.00633,0.00197,0.01069
"C50","M81",0.02472,0.01972,0.02971
"C50","M85",0.01772,0.01431,0.02113
"C50","N13",0.00179,-8e-05,0.00367
"C50","N17",0.01019,0.00651,0.01387
"C50","N18",0.00188,-0.00167,0.00543
"C50","N20",-0.0017,-0.00314,-0.00025
"C50","N28",0.00084,-0.00103,0.00271
"C50","N30",-0.00235,-0.00376,-0.00093
"C50","N32",-0.00295,-0.00508,-0.00082
"C50","N39",0.00104,-0.0036,0.00568
"C50","N73",-0.0011,-0.00272,0.00051
"C50","N80",-0.00244,-0.00373,-0.00116
"C50","N81",-0.01938,-0.02208,-0.01667
"C50","N83",-0.00349,-0.00551,-0.00147
"C50","N84",8e-05,-0.00315,0.00332
"C50","N85",0.00037,-0.00204,0.00279
"C50","N88",-4e-04,-0.00178,0.00097
"C50","N90",-0.00121,-0.00278,0.00036
"C50","N92",-0.01126,-0.0127,-0.00981
"C50","N93",-0.00083,-0.00225,0.00059
"C50","N94",-0.00276,-0.00361,-0.0019
"C50","N95",0.00157,-0.00178,0.00493
"C50","O68",-0.00047,-0.00055,-0.00038
"C50","O70",-0.00043,-0.00051,-0.00035
"C77","A09",0.03515,0.02779,0.04251
"C77","A41",0.10675,0.0973,0.11621
"C77","B37",0.03988,0.03392,0.04584
"C77","B95",0.02668,0.02142,0.03193
"C77","B96",0.03821,0.03145,0.04496
"C77","C18",0.03508,0.02926,0.0409
"C77","C34",0.06015,0.05372,0.06658
"C77","C44",-0.0097,-0.01364,-0.00575
"C77","C50",0.39043,0.37466,0.4062
"C77","C78",0.26399,0.25114,0.27684
"C77","C79",1,0.97329,1.02671
"C77","D05",0.01209,0.00804,0.01613
"C77","D12",-0.01215,-0.01663,-0.00767
"C77","D17",-0.00208,-0.00423,7e-05
"C77","D22",-0.00137,-0.00361,0.00087
"C77","D23",-0.00151,-0.00328,0.00026
"C77","D25",-0.00124,-0.00554,0.00307
"C77","D50",-0.00077,-0.00649,0.00494
"C77","D64",0.06425,0.05554,0.07296
"C77","D70",1,0.97199,1.02801
"C77","E03",-0.01602,-0.02216,-0.00987
"C77","E04",0.00112,-0.00127,0.0035
"C77","E05",0.00057,-0.00199,0.00313
"C77","E11",-0.00589,-0.01109,-0.00069
"C77","E55",-0.00064,-0.00341,0.00213
"C77","E66",0.01295,0.00552,0.02038
"C77","E78",-0.02946,-0.03657,-0.02236
"C77","E83",0.05065,0.04402,0.05727
"C77","E86",0.05359,0.04659,0.0606
"C77","E87",0.07194,0.06352,0.08036
"C77","F05",0.00615,0.00304,0.00926
"C77","F10",-0.00346,-0.0053,-0.00162
"C77","F17",-0.00501,-0.00959,-0.00043
"C77","F32",0.00129,-0.00566,0.00823
"C77","F41",0.00731,0.00069,0.01393
"C77","G40",-0.00091,-0.00318,0.00136
"C77","G43",-0.00474,-0.00772,-0.00175
"C77","G47",-0.0043,-0.00645,-0.00215
"C77","G55",-0.00051,-0.00375,0.00273
"C77","G56",-0.01321,-0.01589,-0.01054
"C77","H02",-0.00497,-0.00758,-0.00236
"C77","H04",-0.00311,-0.00515,-0.00108
"C77","H25",-0.03361,-0.03797,-0.02926
"C77","H26",-0.03968,-0.04463,-0.03473
"C77","H35",-0.01095,-0.01375,-0.00815
"C77","H40",-0.00975,-0.01274,-0.00677
"C77","H52",-0.00814,-0.01099,-0.00529
"C77","H53",-1e-04,-0.00312,0.00293
"C77","H91",-0.00258,-0.00567,0.00051
"C77","I08",-0.00041,-0.00311,0.00228
"C77","I10",-0.02738,-0.03922,-0.01554
"C77","I20",-0.01428,-0.01748,-0.01109
"C77","I21",-0.00483,-0.00699,-0.00266
"C77","I25",-0.0185,-0.02265,-0.01434
"C77","I26",0.04783,0.04141,0.05425
"C77","I34",0.00121,-0.00151,0.00392
"C77","I35",-0.00203,-0.00431,0.00026
"C77","I44",-0.00497,-0.00728,-0.00266
"C77","I47",-0.00169,-0.00379,0.00041
"C77","I48",-0.00069,-0.00568,0.0043
"C77","I49",-0.00248,-0.00487,-9e-05
"C77","I50",-0.00019,-0.00383,0.00344
"C77","I51",-0.00089,-0.00438,0.00261
"C77","I63",-0.00069,-0.0033,0.00193
"C77","I67",0.00075,-0.00238,0.00388
"C77","I73",-0.00143,-0.00438,0.00152
"C77","I80",0.02712,0.02199,0.03226
"C77","I83",-0.00799,-0.01027,-0.00571
"C77","I84",-0.02552,-0.02842,-0.02262
"C77","I95",0.03367,0.02703,0.04031
"C77","J18",0.06517,0.05717,0.07316
"C77","J22",0.0406,0.03381,0.04739
"C77","J34",-0.00373,-0.0051,-0.00236
"C77","J44",-0.00435,-0.0084,-0.00029
"C77","J45",-0.02508,-0.03148,-0.01869
"C77","J47",-0.00172,-0.00409,0.00066
"C77","J90",0.08377,0.0752,0.09233
"C77","J96",0.011,0.00718,0.01482
"C77","J98",0.04346,0.0368,0.05013
"C77","K02",-0.00149,-0.00366,0.00067
"C77","K13",-0.00096,-0.00316,0.00124
"C77","K20",-0.00693,-0.00979,-0.00406
"C77","K21",-0.00853,-0.01659,-0.00047
"C77","K22",-0.00685,-0.01036,-0.00334
"C77","K25",-0.00509,-0.00738,-0.0028
"C77","K29",-0.04127,-0.04678,-0.03576
"C77","K30",-0.01242,-0.01556,-0.00929
"C77","K31",-0.01029,-0.01444,-0.00615
"C77","K43",0.00721,0.00399,0.01042
"C77","K44",-0.04224,-0.04773,-0.03675
"C77","K52",0.02739,0.02077,0.034
"C77","K56",0.03527,0.02928,0.04125
"C77","K57",-0.04222,-0.04914,-0.03529
"C77","K58",-0.01131,-0.01493,-0.0077
"C77","K59",0.0679,0.0587,0.07709
"C77","K62",-0.01971,-0.02401,-0.01541
"C77","K63",-0.01485,-0.01988,-0.00982
"C77","K64",-0.00876,-0.01352,-0.004
"C77","K66",0.01965,0.01451,0.02479
"C77","K76",0.01612,0.01092,0.02133
"C77","K80",-0.01354,-0.01815,-0.00892
"C77","K81",0.00191,-0.00057,0.00439
"C77","K83",0.01266,0.00877,0.01656
"C77","K92",0.00163,-0.00342,0.00668
"C77","L03",0.02444,0.01889,0.02998
"C77","L57",-0.00495,-0.00652,-0.00339
"C77","L72",-0.0059,-0.00781,-0.00398
"C77","L82",-0.00366,-0.00533,-0.00198
"C77","L90",0.00669,0.00344,0.00995
"C77","L98",0.00268,-0.00087,0.00622
"C77","M06",-0.0072,-0.00999,-0.00442
"C77","M13",-0.01938,-0.0252,-0.01357
"C77","M15",-0.01082,-0.01393,-0.00771
"C77","M16",-0.02455,-0.02834,-0.02075
"C77","M17",-0.03307,-0.03802,-0.02811
"C77","M19",-0.02116,-0.02818,-0.01415
"C77","M20",-0.02294,-0.02492,-0.02095
"C77","M23",-0.018,-0.0206,-0.0154
"C77","M25",-0.01088,-0.01577,-0.006
"C77","M35",-0.00736,-0.00953,-0.0052
"C77","M43",-0.00276,-0.00501,-0.00051
"C77","M47",-0.00951,-0.01394,-0.00508
"C77","M48",-0.00415,-0.00753,-0.00078
"C77","M51",-0.00315,-0.00719,9e-04
"C77","M54",0.00712,0.00043,0.0138
"C77","M65",-0.00903,-0.01114,-0.00691
"C77","M67",-0.00756,-0.00852,-0.0066
"C77","M75",-0.01518,-0.01739,-0.01296
"C77","M79",0.01278,0.00623,0.01933
"C77","M81",-0.00132,-0.00723,0.0046
"C77","M85",0.00419,0.00034,0.00803
"C77","N13",0.03374,0.02819,0.03929
"C77","N17",0.06116,0.05355,0.06877
"C77","N18",-2e-05,-0.00471,0.00467
"C77","N20",-0.0016,-0.00366,0.00047
"C77","N28",0.00612,0.00286,0.00938
"C77","N30",-0.00407,-0.00574,-0.0024
"C77","N32",-0.00551,-0.00843,-0.00259
"C77","N39",0.04136,0.03277,0.04996
"C77","N73",0.00608,0.00276,0.00941
"C77","N80",-0.00133,-0.00348,0.00082
"C77","N81",-0.02727,-0.0302,-0.02434
"C77","N83",-0.002,-0.00501,0.00102
"C77","N84",-0.01091,-0.0145,-0.00731
"C77","N85",-0.00703,-0.00965,-0.0044
"C77","N88",-0.00153,-0.00316,9e-05
"C77","N90",-0.00251,-0.00434,-0.00068
"C77","N92",-0.01302,-0.01454,-0.0115
"C77","N93",0.00013,-0.00196,0.00222
"C77","N94",-0.00195,-0.00332,-0.00058
"C77","N95",-0.0103,-0.0142,-0.0064
"C77","O68",-0.00045,-0.00054,-0.00037
"C77","O70",-0.00042,-5e-04,-0.00034
"C78","A09",0.05607,0.047,0.06514
"C78","A41",0.14103,0.12952,0.15255
"C78","B37",0.06329,0.05547,0.07111
"C78","B95",0.02019,0.01496,0.02543
"C78","B96",0.05364,0.04511,0.06218
"C78","C18",0.0702,0.06166,0.07875
"C78","C34",0.05947,0.05271,0.06623
"C78","C44",-0.02515,-0.02754,-0.02276
"C78","C50",0.00397,-0.00321,0.01116
"C78","C77",0.23751,0.22216,0.25286
"C78","C79",1,0.9744,1.0256
"C78","D05",-0.00769,-0.00838,-0.00701
"C78","D12",-0.02512,-0.02925,-0.02099
"C78","D17",-0.00704,-0.00799,-0.0061
"C78","D22",-0.00639,-0.00771,-0.00506
"C78","D23",-0.00404,-0.00544,-0.00264
"C78","D25",-0.00563,-0.00954,-0.00172
"C78","D50",-0.00402,-0.00993,0.00189
"C78","D64",0.12523,0.11307,0.1374
"C78","D70",1,0.96994,1.03006
"C78","E03",-0.02686,-0.03287,-0.02084
"C78","E04",-0.00247,-0.00407,-0.00086
"C78","E05",-0.0016,-0.00375,0.00056
"C78","E11",-0.00983,-0.01499,-0.00467
"C78","E55",6e-04,-0.00292,0.00413
"C78","E66",-0.02516,-0.03127,-0.01906
"C78","E78",-0.04373,-0.0501,-0.03736
"C78","E83",0.08516,0.07607,0.09426
"C78","E86",0.09825,0.08823,0.10827
"C78","E87",0.1363,0.12484,0.14775
"C78","F05",0.01116,0.00728,0.01504
"C78","F10",-0.00511,-0.00663,-0.00359
"C78","F17",-0.01374,-0.01803,-0.00945
"C78","F32",-0.01321,-0.01992,-0.0065
"C78","F41",0.00433,-0.00296,0.01162
"C78","G40",-0.00247,-0.00438,-0.00056
"C78","G43",-0.00126,-0.00493,0.00241
"C78","G47",-0.00554,-0.00774,-0.00333
"C78","G55",-0.00306,-0.00611,-1e-05
"C78","G56",-0.01972,-0.02142,-0.01802
"C78","H02",-0.00958,-0.01155,-0.0076
"C78","H04",-0.00714,-0.00824,-0.00605
"C78","H25",-0.05113,-0.05415,-0.04811
"C78","H26",-0.05896,-0.06255,-0.05536
"C78","H35",-0.01708,-0.01925,-0.01491
"C78","H40",-0.01526,-0.01738,-0.01313
"C78","H52",-0.01527,-0.01725,-0.01329
"C78","H53",-0.00054,-0.00415,0.00308
"C78","H91",-0.00486,-0.00782,-0.0019
"C78","I08",-0.0022,-0.00467,0.00027
"C78","I10",-0.07853,-0.08985,-0.06722
"C78","I20",-0.02174,-0.02383,-0.01966
"C78","I21",-0.00598,-0.0079,-0.00405
"C78","I25",-0.02396,-0.02759,-0.02034
"C78","I26",0.10146,0.09186,0.11107
"C78","I34",-0.00255,-0.00495,-0.00015
"C78","I35",-0.006,-0.00766,-0.00433
"C78","I44",-0.0077,-0.00962,-0.00578
"C78","I47",-0.00097,-0.00356,0.00161
"C78","I48",-0.00444,-0.00948,6e-04
"C78","I49",-0.00648,-0.0082,-0.00475
"C78","I50",0.00078,-0.00302,0.00458
"C78","I51",-0.00336,-0.00678,6e-05
"C78","I63",0.00079,-0.00197,0.00354
"C78","I67",-0.00252,-0.00538,0.00035
"C78","I73",-0.00452,-0.00722,-0.00182
"C78","I80",0.04214,0.0353,0.04898
"C78","I83",-0.01222,-0.01385,-0.01059
"C78","I84",-0.02606,-0.02882,-0.0233
"C78","I95",0.04751,0.03939,0.05563
"C78","J18",0.10892,0.09843,0.11942
"C78","J22",0.05843,0.04989,0.06698
"C78","J34",-0.00392,-0.00573,-0.00211
"C78","J44",-0.01085,-0.01461,-0.00708
"C78","J45",-0.04409,-0.04928,-0.0389
"C78","J47",-0.00339,-0.00567,-0.0011
"C78","J90",0.17931,0.16639,0.19223
"C78","J96",0.01828,0.01323,0.02334
"C78","J98",0.07721,0.06795,0.08647
"C78","K02",-0.00613,-0.00712,-0.00514
"C78","K13",-0.00072,-0.00435,0.0029
"C78","K20",-0.01034,-0.01285,-0.00784
"C78","K21",-0.0344,-0.04149,-0.02731
"C78","K22",-0.01416,-0.01681,-0.01151
"C78","K25",-0.00507,-0.00768,-0.00245
"C78","K29",-0.05369,-0.05849,-0.04888
"C78","K30",-0.01764,-0.01999,-0.0153
"C78","K31",-0.00848,-0.01304,-0.00392
"C78","K43",0.00869,0.00501,0.01236
"C78","K44",-0.05216,-0.05719,-0.04714
"C78","K52",0.02655,0.01891,0.03419
"C78","K56",0.09677,0.08688,0.10665
"C78","K57",-0.06137,-0.06784,-0.0549
"C78","K58",-0.01406,-0.01758,-0.01055
"C78","K59",0.13926,0.12687,0.15164
"C78","K62",-0.02898,-0.03266,-0.0253
"C78","K63",-0.01479,-0.02102,-0.00855
"C78","K64",-0.01605,-0.02086,-0.01123
"C78","K66",0.02882,0.02252,0.03512
"C78","K76",0.02836,0.02147,0.03526
"C78","K80",-0.0106,-0.01634,-0.00485
"C78","K81",0.00289,0.00016,0.00562
"C78","K83",0.04044,0.03405,0.04683
"C78","K92",0.01795,0.01086,0.02505
"C78","L03",0.00828,0.00385,0.01272
"C78","L57",-0.00701,-0.00809,-0.00592
"C78","L72",-0.00843,-0.01005,-0.00681
"C78","L82",-0.00575,-0.00724,-0.00426
"C78","L90",-0.00553,-0.00664,-0.00442
"C78","L98",-0.00583,-0.00846,-0.0032
"C78","M06",-0.00944,-0.0121,-0.00678
"C78","M13",-0.0388,-0.04317,-0.03444
"C78","M15",-0.01848,-0.02062,-0.01634
"C78","M16",-0.0357,-0.03842,-0.03299
"C78","M17",-0.04719,-0.05035,-0.04402
"C78","M19",-0.04788,-0.05364,-0.04212
"C78","M20",-0.02668,-0.02794,-0.02541
"C78","M23",-0.02209,-0.02341,-0.02076
"C78","M25",-0.01216,-0.01761,-0.00672
"C78","M35",-0.00898,-0.01074,-0.00721
"C78","M43",-0.00502,-0.00675,-0.00328
"C78","M47",-0.01774,-0.02191,-0.01357
"C78","M48",-0.00849,-0.01124,-0.00574
"C78","M51",-0.01057,-0.01427,-0.00688
"C78","M54",0.003,-0.00402,0.01002
"C78","M65",-0.01298,-0.01398,-0.01197
"C78","M67",-0.00803,-0.00879,-0.00726
"C78","M75",-0.01816,-0.01994,-0.01638
"C78","M79",0.0122,0.00511,0.01928
"C78","M81",-0.01899,-0.02378,-0.0142
"C78","M85",-0.00268,-0.00615,0.00078
"C78","N13",0.05541,0.048,0.06281
"C78","N17",0.10169,0.09159,0.1118
"C78","N18",-0.00573,-0.01006,-0.00141
"C78","N20",-0.0015,-0.00355,0.00055
"C78","N28",0.0089,0.00524,0.01255
"C78","N30",-0.00486,-0.00641,-0.00331
"C78","N32",-0.00601,-0.00876,-0.00325
"C78","N39",0.06143,0.05171,0.07115
"C78","N73",0.01761,0.01248,0.02274
"C78","N80",-0.00063,-0.00299,0.00174
"C78","N81",-0.03338,-0.03512,-0.03165
"C78","N83",0.00117,-0.00257,0.00492
"C78","N84",-0.01651,-0.0194,-0.01361
"C78","N85",-0.00978,-0.0117,-0.00786
"C78","N88",-0.0033,-0.00478,-0.00182
"C78","N90",-0.00455,-0.00646,-0.00263
"C78","N92",-0.0139,-0.01494,-0.01287
"C78","N93",0.00683,0.00218,0.01147
"C78","N94",0.00081,-0.00123,0.00284
"C78","N95",-0.02026,-0.02295,-0.01757
"C78","O68",-0.00045,-0.00053,-0.00037
"C78","O70",-0.00042,-5e-04,-0.00034
"C79","A09",0.0452,0.03523,0.05518
"C79","A41",0.12875,0.11473,0.14277
"C79","B37",0.05599,0.04711,0.06487
"C79","B95",0.01739,0.01149,0.02329
"C79","B96",0.05741,0.04731,0.0675
"C79","C18",0.01203,0.00656,0.01751
"C79","C34",1,0.96175,1.03825
"C79","C44",-0.01893,-0.02306,-0.01481
"C79","C50",0.04468,0.03195,0.05741
"C79","C77",0.2347,0.21486,0.25453
"C79","C78",0.54351,0.52276,0.56426
"C79","D05",-0.00725,-0.00808,-0.00642
"C79","D12",-0.03295,-0.03575,-0.03016
"C79","D17",-0.00702,-0.00798,-0.00607
"C79","D22",-0.00307,-0.00695,0.00081
"C79","D23",-0.0052,-0.00557,-0.00483
"C79","D25",-0.00323,-0.00867,0.0022
"C79","D50",-0.01124,-0.01732,-0.00517
"C79","D64",0.08869,0.07595,0.10143
"C79","D70",0.092,0.08071,0.10328
"C79","E03",-0.03229,-0.03924,-0.02534
"C79","E04",-0.00256,-0.00452,-0.00061
"C79","E05",-0.00324,-0.00566,-0.00082
"C79","E11",-0.01113,-0.01673,-0.00553
"C79","E55",0.00358,-0.00066,0.00783
"C79","E66",-0.02609,-0.0331,-0.01907
"C79","E78",-0.05426,-0.06139,-0.04714
"C79","E83",0.08017,0.06998,0.09035
"C79","E86",0.07194,0.0616,0.08229
"C79","E87",0.11053,0.09764,0.12342
"C79","F05",0.01719,0.01209,0.02228
"C79","F10",-0.0061,-0.00727,-0.00492
"C79","F17",-0.00961,-0.01502,-0.00419
"C79","F32",-0.01545,-0.02313,-0.00777
"C79","F41",0.00021,-0.00779,0.00821
"C79","G40",0.00326,-0.00031,0.00682
"C79","G43",-0.00275,-0.00704,0.00155
"C79","G47",-0.00446,-0.00721,-0.00172
"C79","G55",0.01527,0.0095,0.02105
"C79","G56",-0.02043,-0.02217,-0.01869
"C79","H02",-0.00733,-0.01123,-0.00344
"C79","H04",-0.0074,-0.00858,-0.00623
"C79","H25",-0.05138,-0.05487,-0.04789
"C79","H26",-0.05925,-0.06351,-0.05499
"C79","H35",-0.01697,-0.01941,-0.01453
"C79","H40",-0.01477,-0.01782,-0.01173
"C79","H52",-0.01557,-0.01779,-0.01335
"C79","H53",0.00956,0.00417,0.01494
"C79","H91",-0.00579,-0.00929,-0.00228
"C79","I08",-0.00112,-0.00432,0.00209
"C79","I10",-0.0981,-0.11065,-0.08554
"C79","I20",-0.022,-0.02434,-0.01966
"C79","I21",-0.0059,-0.0083,-0.0035
"C79","I25",-0.02274,-0.02741,-0.01807
"C79","I26",0.06925,0.05958,0.07891
"C79","I34",-0.00275,-0.00563,0.00013
"C79","I35",-0.00502,-0.00721,-0.00282
"C79","I44",-0.00836,-0.01058,-0.00614
"C79","I47",-0.00144,-0.00439,0.00151
"C79","I48",-0.0045,-0.01025,0.00126
"C79","I49",-0.00392,-0.00676,-0.00108
"C79","I50",0.00442,-0.00027,0.0091
"C79","I51",-0.00357,-0.00742,0.00028
"C79","I63",-0.00105,-0.00424,0.00214
"C79","I67",0.00465,0.00019,0.0091
"C79","I73",-0.00297,-0.0063,0.00036
"C79","I80",0.03492,0.02768,0.04215
"C79","I83",-0.01086,-0.01299,-0.00873
"C79","I84",-0.03021,-0.03228,-0.02815
"C79","I95",0.03489,0.02624,0.04354
"C79","J18",0.1133,0.1005,0.1261
"C79","J22",0.06247,0.05224,0.07269
"C79","J34",-0.00356,-0.0056,-0.00153
"C79","J44",-0.00891,-0.0134,-0.00442
"C79","J45",-0.04759,-0.05322,-0.04196
"C79","J47",-0.00304,-0.00572,-0.00035
"C79","J90",0.14045,0.1263,0.15459
"C79","J96",0.0189,0.01295,0.02486
"C79","J98",0.05716,0.04743,0.06688
"C79","K02",-0.00593,-0.00707,-0.0048
"C79","K13",-0.00389,-0.0058,-0.00199
"C79","K20",-0.01116,-0.01412,-0.0082
"C79","K21",-0.04056,-0.04824,-0.03288
"C79","K22",-0.01503,-0.01823,-0.01183
"C79","K25",-0.00793,-0.01015,-0.00571
"C79","K29",-0.0564,-0.06169,-0.05111
"C79","K30",-0.01795,-0.02073,-0.01518
"C79","K31",-0.01233,-0.01721,-0.00746
"C79","K43",0.00147,-0.00166,0.0046
"C79","K44",-0.05786,-0.063,-0.05272
"C79","K52",0.01464,0.00657,0.02271
"C79","K56",0.04732,0.03829,0.05636
"C79","K57",-0.07527,-0.08093,-0.06961
"C79","K58",-0.01377,-0.01817,-0.00938
"C79","K59",0.12667,0.11202,0.14131
"C79","K62",-0.03342,-0.03686,-0.02999
"C79","K63",-0.02832,-0.0335,-0.02313
"C79","K64",-0.02007,-0.02501,-0.01513
"C79","K66",0.00649,0.0013,0.01168
"C79","K76",0.01593,0.00888,0.02298
"C79","K80",-0.01882,-0.02433,-0.01331
"C79","K81",-0.00429,-0.0054,-0.00317
"C79","K83",0.01855,0.01312,0.02397
"C79","K92",0.00571,-0.00079,0.01221
"C79","L03",0.00651,0.00129,0.01172
"C79","L57",-0.00716,-0.00823,-0.0061
"C79","L72",-0.00908,-0.01071,-0.00745
"C79","L82",-0.0055,-0.00728,-0.00372
"C79","L90",-0.00319,-0.00558,-8e-04
"C79","L98",-0.00148,-0.00546,0.00251
"C79","M06",-0.01263,-0.01512,-0.01015
"C79","M13",-0.04086,-0.0461,-0.03562
"C79","M15",-0.01553,-0.01864,-0.01241
"C79","M16",-0.03626,-0.03925,-0.03328
"C79","M17",-0.04831,-0.05214,-0.04449
"C79","M19",-0.04517,-0.05229,-0.03805
"C79","M20",-0.02625,-0.0279,-0.02459
"C79","M23",-0.02192,-0.02355,-0.0203
"C79","M25",0.00071,-0.00718,0.00861
"C79","M35",-0.00865,-0.01066,-0.00665
"C79","M43",-0.00439,-0.0066,-0.00217
"C79","M47",-0.01505,-0.02006,-0.01004
"C79","M48",0.00063,-0.00398,0.00524
"C79","M51",-0.00029,-0.00581,0.00523
"C79","M54",0.01749,0.00797,0.02702
"C79","M65",-0.01238,-0.01391,-0.01084
"C79","M67",-0.00759,-0.00862,-0.00656
"C79","M75",-0.01828,-0.02017,-0.01639
"C79","M79",0.01839,0.00944,0.02733
"C79","M81",-0.01798,-0.02375,-0.0122
"C79","M85",-0.00371,-0.0076,0.00018
"C79","N13",0.05031,0.04185,0.05878
"C79","N17",0.08617,0.07517,0.09717
"C79","N18",-0.00422,-0.00985,0.00141
"C79","N20",-0.00376,-0.00569,-0.00184
"C79","N28",0.00561,0.00158,0.00964
"C79","N30",-0.00482,-0.0068,-0.00284
"C79","N32",-0.0055,-0.00881,-0.00218
"C79","N39",0.06887,0.05684,0.08089
"C79","N73",0.00879,0.00427,0.01331
"C79","N80",-0.00259,-0.00488,-0.00031
"C79","N81",-0.03181,-0.03464,-0.02897
"C79","N83",-0.00288,-0.0067,0.00094
"C79","N84",-0.01857,-0.02139,-0.01575
"C79","N85",-0.01004,-0.01264,-0.00744
"C79","N88",-0.00406,-0.00527,-0.00285
"C79","N90",-0.00402,-0.00596,-0.00208
"C79","N92",-0.01371,-0.01527,-0.01214
"C79","N93",0.00708,0.00284,0.01133
"C79","N94",-0.00052,-0.0028,0.00175
"C79","N95",-0.0216,-0.02376,-0.01945
"C79","O68",-0.00045,-0.00053,-0.00037
"C79","O70",-0.00042,-5e-04,-0.00034
"D05","A09",-0.00924,-0.01758,-9e-04
"D05","A41",0.0102,0.00226,0.01815
"D05","B37",-0.00032,-0.00508,0.00444
"D05","B95",0.00039,-0.004,0.00478
"D05","B96",-0.00597,-0.01201,7e-05
"D05","C18",-0.0036,-0.0068,-0.00041
"D05","C34",-0.00143,-0.00548,0.00263
"D05","C44",-0.00633,-0.01344,0.00078
"D05","C50",0.27622,0.25126,0.30118
"D05","C77",0.04414,0.03251,0.05576
"D05","C78",0.00416,-0.00302,0.01135
"D05","C79",0.0117,0.00398,0.01943
"D05","D12",-0.01646,-0.02353,-0.00939
"D05","D17",-0.0019,-0.00577,0.00198
"D05","D22",-0.00133,-0.00459,0.00194
"D05","D23",0.00157,-0.00212,0.00527
"D05","D25",-0.00763,-0.01256,-0.00269
"D05","D50",-0.00749,-0.01511,0.00014
"D05","D64",-0.00097,-0.01032,0.00839
"D05","D70",0.01355,0.00615,0.02096
"D05","E03",-0.01231,-0.02316,-0.00146
"D05","E04",0.00045,-0.00287,0.00377
"D05","E05",-0.0031,-0.00623,3e-05
"D05","E11",0.00035,-0.00928,0.00997
"D05","E55",-0.00137,-0.00578,0.00303
"D05","E66",0.03646,0.02371,0.04921
"D05","E78",-0.01041,-0.02315,0.00232
"D05","E83",0.00032,-0.00548,0.00611
"D05","E86",-0.00221,-0.00805,0.00363
"D05","E87",-4e-04,-0.01021,0.00941
"D05","F05",-0.00428,-0.00749,-0.00108
"D05","F10",-0.00191,-0.00497,0.00116
"D05","F17",0.00857,-0.00181,0.01895
"D05","F32",-0.00616,-0.01776,0.00545
"D05","F41",0.01146,-4e-05,0.02295
"D05","G40",-0.00324,-0.00863,0.00216
"D05","G43",0.00431,-0.00203,0.01064
